Place,Player,Time (seconds),Date Submitted
306,theorylocked,6599,2019-01-29T21:04:36Z
306,Karyno,6599,2023-05-03T13:54:18Z
306,Erthide,6599,2023-11-26T22:36:07Z
311,Marteeny,6606,2020-05-11T00:15:34Z
312,Vincertain,6608,2020-05-13T13:44:21Z
313,dazrin_,6613,2017-11-21T04:55:14Z
314,Jebuskiller,6618,2020-05-02T15:01:58Z
314,AbUnderscored,6618,2024-03-02T00:20:07Z
314,kmarket,6618,2025-02-20T21:03:01Z
317,Naraknight,6624,2023-05-13T08:17:05Z
318,EmiBella,6633,2025-07-12T05:20:24Z
319,turtlehippo,6636,2025-08-28T02:34:45Z
320,Zombie2,6640,2021-08-17T09:27:15Z
321,cookincat,6643,2023-04-13T07:05:59Z
322,AlejoWasHere,6652,2025-05-24T11:17:58Z
323,TNewm2215,6663,2025-01-23T23:10:31Z
324,CheZach,6664,2022-02-05T08:04:49Z
325,Dublin,6668,2017-05-01T07:16:12Z
325,sanj,6668,2024-07-28T06:07:36Z
327,Mennismonk,6669,2024-04-19T00:13:09Z
328,Lusion,6674,2022-05-29T20:10:24Z
329,RWBYSorry,6675,2021-05-09T20:57:24Z
330,bounceyboy,6680,2017-08-23T14:46:09Z
331,naji,6686,2017-08-08T08:16:53Z
331,Luco,6686,2024-01-25T17:48:24Z
331,unpushplay,6686,2025-11-03T05:51:58Z
334,WaterproofTeabag_,6691,2021-09-02T16:58:38Z
335,Vorago,6706,2024-02-11T03:51:39Z
336,joeys64,6707,2015-08-23T15:23:29Z
337,HomerOfSteel,6708,2025-08-03T13:26:28Z
338,SonicGordon6,6712,2023-07-30T10:48:47Z
339,ClairDSS,6713,2022-03-06T07:56:38Z
340,Hakasay,6715,2021-04-14T20:21:44Z
341,ClysmiC,6716,2017-03-21T08:45:03Z
342,mAf1sss,6725,2024-08-07T13:56:43Z
343,Alurnite,6727,2025-09-03T16:24:22Z
344,Seanzy,6732,
345,ShaDowSPoweR,6740,2023-01-12T21:55:16Z
346,Nicolascs83,6747,2023-06-25T18:24:34Z
347,AlexKR64,6750,2024-01-21T17:22:44Z
347,nahobox,6750,2024-07-27T06:35:30Z
350,Kyrette,6758,2021-06-03T18:50:23Z
351,TylerKwak,6759,2025-10-17T14:48:47Z
353,wilzo,6765,2016-09-16T21:44:18Z
355,Tsuyo0112,6767,2025-05-04T08:21:55Z
356,Invisible_hole,6770,2023-11-15T03:00:10Z
357,ryompt,6776,2021-05-26T05:24:00Z
358,hector,6777,2024-08-19T07:16:47Z
359,SomeBro,6778,2019-03-29T17:27:30Z
360,marshmallow.,6780,2018-03-23T12:44:16Z
360,TheBarinade,6780,2025-09-13T00:44:06Z
362,Leupho,6781,2025-05-28T18:49:23Z
363,Moose,6790,2021-04-01T08:34:31Z
364,jepega,6791,2023-06-17T13:10:34Z
364,pvps,6791,2024-10-30T01:50:20Z
366,scoagogo,6798,2023-04-01T10:58:28Z
367,Galaxtic,6799,2023-10-10T07:36:01Z
368,mitcho,6804,2015-03-23T04:38:39Z
369,360Chrism,6805,2016-06-01T03:23:55Z
370,Rayydex,6808,2023-05-01T07:01:13Z
371,Audraxys,6811,2015-01-16T04:10:32Z
372,Gombill,6817,
373,datimeloss,6818,
373,cdragoneer,6818,2025-04-01T02:11:08Z
375,Carlos64,6820,2024-07-15T20:56:07Z
376,kdogk,6826,2021-10-09T03:20:45Z
377,Haru様,6827,2016-04-21T13:32:55Z
378,JazzyChoi1991,6828,2016-02-29T23:11:10Z
378,LxqZach,6828,2021-11-22T17:14:53Z
378,zGamuT,6828,2024-12-29T23:51:46Z
381,kronkerlife,6831,2024-02-26T23:37:21Z
382,Freelatas,6834,2024-07-26T16:45:17Z
383,Perna64,6837,2021-04-18T17:29:24Z
383,zg53,6837,2024-02-05T03:18:16Z
385,RisingPhoenix64,6843,2024-05-14T23:54:36Z
386,Niniste,6848,2025-02-22T12:22:25Z
387,Skaredogged97,6849,2015-07-17T15:38:19Z
389,OdieB,6860,2023-07-22T16:28:34Z
390,SmashBrawler64,6862,2017-10-23T03:43:21Z
391,Progji,6868,2021-03-25T20:25:09Z
392,Bernhard,6872,2022-08-11T12:37:22Z
394,mamamiamoto,6876,2024-08-02T04:26:27Z
395,Midbro_,6878,2023-06-25T15:33:46Z
396,zekeSSB,6881,2023-12-10T02:41:23Z
397,D3m0nf4ng,6882,2023-05-10T14:45:05Z
398,moltres93,6886,2024-07-22T19:50:22Z
400,Thomkar,6891,2021-10-21T16:51:42Z
402,boomeraang,6899,2024-03-11T15:36:33Z
403,disrespectless,6900,2018-04-06T20:15:52Z
405,Mapiz,6902,2023-12-31T09:48:17Z
406,Luisito,6906,2022-11-26T10:44:08Z
406,Expreli,6906,2023-06-10T02:59:53Z
409,CAKEbetty,6910,2024-03-19T22:25:57Z
410,Henoty,6914,2024-07-30T04:40:03Z
411,MarvJungs,6915,2025-06-30T15:08:04Z
412,Lluuccuuss,6919,
413,Galax,6924,2019-09-29T20:29:29Z
413,Flareon1693,6924,2024-09-06T01:25:48Z
415,highfructoseCS,6926,2025-03-23T05:25:29Z
416,jpufry,6930,2025-08-13T21:01:57Z
417,moodehh,6934,
418,TheDarkmanWs,6938,
419,ItsMalex,6940,2025-08-18T06:01:09Z
420,Twig64,6942,2025-09-08T01:13:12Z
421,Xiah,6946,
422,Toadfan5,6947,2021-02-23T13:38:40Z
423,Nintendude64,6951,2025-06-26T01:57:38Z
424,lostinspeedruns,6955,2025-09-14T16:57:09Z
425,zach,6958,2022-06-04T05:36:20Z
426,goodtime07,6960,2017-05-18T18:53:26Z
426,JumboJolt,6960,2024-07-10T20:10:29Z
428,Logaaaaan64,6967,2025-11-17T22:00:56Z
429,w0nderbean,6969,2023-09-25T04:07:44Z
429,Falling_Tacos,6969,2024-04-28T23:59:20Z
431,SodiumChlorideIC,6975,2022-07-07T23:02:00Z
